ID,nombre,plataforma,año_de_lanzamiento,género,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
840,Madden NFL 97,PS,1996.0,Sports,Electronic Arts,0.73,0.5,0.0,0.09
841,Mahjong Master,N64,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.09,0.0
842,Mario Kart 64,N64,1996.0,Racing,Nintendo,5.55,1.94,2.23,0.15
843,Mega Man 8 Anniversary Collector's Edition,PS,1996.0,Platform,Capcom,0.44,0.3,0.09,0.06
844,Mega Man X4,PS,1996.0,Action,Virgin Interactive,0.45,0.3,0.22,0.07
845,Meru Purana,PS,1996.0,Strategy,Gust,0.0,0.0,0.01,0.0
846,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2
847,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996.0,Misc,GT Interactive,0.52,0.36,0.0,0.06
848,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996.0,Racing,ASCII Entertainment,0.0,0.0,0.9,0.0
849,Mobile Suit Gundam Side Story I: Senritsu no Blue,SAT,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.28,0.0
850,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.2,0.0
851,Mobile Suit Gundam version 2.0,PS,1996.0,Action,Namco Bandai Games,0.0,0.0,0.36,0.02
852,Momotarou Dentetsu Happy,SNES,1996.0,Misc,Hudson Soft,0.0,0.0,0.32,0.0
853,Mortal Kombat Trilogy,N64,1996.0,Fighting,GT Interactive,0.72,0.22,0.0,0.02
854,Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,1.98,0.7,0.0,0.11
855,Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,1.98,0.7,0.0,0.11
856,Mortal Kombat Trilogy,N64,1996.0,Fighting,GT Interactive,0.72,0.22,0.0,0.02
857,NASCAR 98,PS,1996.0,Racing,Electronic Arts,1.43,0.05,0.0,0.04
858,NASCAR Racing,PS,1996.0,Racing,Pioneer LDC,0.23,0.16,0.0,0.03
859,NBA Hangtime,PS,1996.0,Sports,Midway Games,0.03,0.02,0.0,0.0
860,NBA Jam Extreme,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01
861,NBA Live 96,PS,1996.0,Sports,Electronic Arts,0.16,0.11,0.04,0.02
862,NBA Live 97,PS,1996.0,Sports,Electronic Arts,0.55,0.38,0.0,0.07
863,NCAA Gamebreaker,PS,1996.0,Sports,Sony Computer Entertainment,0.15,0.1,0.0,0.02
864,NFL GameDay '97,PS,1996.0,Sports,Sony Computer Entertainment,0.48,0.33,0.0,0.06
865,NFL Quarterback Club 97,PS,1996.0,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01
866,NHL 97,PS,1996.0,Sports,Electronic Arts,0.26,0.18,0.0,0.03
867,NHL Breakaway 98,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01
868,NHL FaceOff '97,PS,1996.0,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03
869,NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0
870,NHL Powerplay '96,PS,1996.0,Sports,Virgin Interactive,0.06,0.04,0.0,0.01
871,NOëL: NOT DiGITAL,PS,1996.0,Adventure,Pioneer LDC,0.0,0.0,0.2,0.01
872,Namco Museum Vol.2,PS,1996.0,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02
873,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06
874,Namco Museum Vol.4,PS,1996.0,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01
875,Namco Museum Vol.5,PS,1996.0,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01
876,Neon Genesis Evangelion,SAT,1996.0,Adventure,Sega,0.0,0.0,0.44,0.0
877,NiGHTS into dreams...,SAT,1996.0,Platform,Sega,0.0,0.0,0.43,0.0
878,NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996.0,Misc,Sonnet,0.0,0.0,0.02,0.0
879,Nightmare Creatures,N64,1996.0,Action,Activision,0.21,0.05,0.0,0.0
880,Nishijin Pachinko Monogatari 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0
881,Nobunaga no Yabou: Tenshoki,SNES,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.17,0.0
882,Nonomura Byoin no Hitobito,SAT,1996.0,Adventure,Elf,0.0,0.0,0.36,0.0
883,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996.0,Role-Playing,ArtDink,0.06,0.04,0.09,0.01
884,Olympic Soccer: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.03,0.02,0.0,0.0
885,Olympic Summer Games: Atlanta 1996,PS,1996.0,Sports,U.S. Gold,0.06,0.04,0.0,0.01
886,OverBlood,PS,1996.0,Action,Electronic Arts,0.05,0.04,0.21,0.02
887,PGA Tour 97,PS,1996.0,Sports,Electronic Arts,0.16,0.11,0.0,0.02
888,PO'ed,PS,1996.0,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0
889,PaRappa The Rapper,PS,1996.0,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03
890,Pandemonium!,PS,1996.0,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01
891,Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.07,0.0
892,Parlor! Mini 4,SNES,1996.0,Misc,Nippon Telenet,0.0,0.0,0.19,0.0
893,Penny Racers,PS,1996.0,Racing,Sony Computer Entertainment,0.0,0.0,0.23,0.02
894,Perfect Weapon,PS,1996.0,Action,American Softworks,0.13,0.09,0.0,0.02
895,Picross 2,GB,1996.0,Puzzle,Nintendo,0.0,0.0,0.35,0.0
896,Pilotwings 64,N64,1996.0,Simulation,Nintendo,0.56,0.24,0.3,0.02
897,Pitball,PS,1996.0,Sports,Time Warner Interactive,0.01,0.01,0.0,0.0
898,PoPoLoCrois Monogatari,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.46,0.03
899,Pokemon Red/Pokemon Blue,GB,1996.0,Role-Playing,Nintendo,11.27,8.89,10.22,1.0
900,PowerSlave,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0
901,Pro Pinball,PS,1996.0,Misc,Empire Interactive,0.23,0.15,0.0,0.03
902,Project Overkill,PS,1996.0,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02
903,Psychic Force,PS,1996.0,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01
904,RPG Tsukuru 2,SNES,1996.0,Role-Playing,ASCII Entertainment,0.0,0.0,0.31,0.0
905,Rage Racer,PS,1996.0,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08
906,Real Bout Garou Densetsu,SAT,1996.0,Fighting,SNK,0.0,0.0,0.1,0.0
907,Reel Fishing,PS,1996.0,Sports,Natsume,0.99,0.13,0.1,0.04
908,Reloaded,PS,1996.0,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01
909,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73
910,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73
911,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25
912,Return Fire,PS,1996.0,Strategy,Time Warner Interactive,0.05,0.03,0.0,0.01
913,Robotron X,PS,1996.0,Shooter,GT Interactive,0.05,0.03,0.0,0.01
914,Rudra no Hihou,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.15,0.0
915,SD Gundam: Over Galaxian,PS,1996.0,Shooter,Namco Bandai Games,0.0,0.0,0.05,0.0
916,Saikyou Habu Shogi,N64,1996.0,Misc,Seta Corporation,0.0,0.0,0.06,0.03
917,Sakura Wars,SAT,1996.0,Adventure,Sega,0.0,0.0,0.55,0.0
918,San Goku Shi V,SAT,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.12,0.0
919,Saturn Bomberman,SAT,1996.0,Puzzle,Sega,0.0,0.0,0.15,0.0
920,Sega Touring Car Championship,SAT,1996.0,Racing,Sega,0.0,0.0,0.11,0.0
921,Shin Fortune Quest: Sokutaku no Kishi,PS,1996.0,Misc,Media Works,0.0,0.0,0.04,0.0
922,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996.0,Fighting,Tomy Corporation,0.0,0.0,0.26,0.02
923,Shin Super Robot Taisen,PS,1996.0,Role-Playing,Banpresto,0.0,0.0,0.52,0.04
924,Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996.0,Shooter,Gaga,0.0,0.0,0.02,0.0
925,SimCity 2000,PS,1996.0,Simulation,Maxis,0.68,0.46,0.0,0.08
926,SimCity 2000,PS,1996.0,Simulation,Maxis,0.68,0.46,0.0,0.08
927,Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.01
928,Snowboard Kids,N64,1996.0,Sports,Atlus,0.16,0.04,0.0,0.0
929,Sotsugyou Crossworld,PS,1996.0,Simulation,Hearty Robin,0.0,0.0,0.08,0.01
930,Soul Edge,PS,1996.0,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1
931,Sound Novel Tsukuru,SNES,1996.0,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0
932,Soviet Strike,PS,1996.0,Simulation,Electronic Arts,0.65,0.44,0.0,0.08
933,Space Jam,PS,1996.0,Sports,Acclaim Entertainment,0.51,0.35,0.0,0.06
934,Speed Racer,PS,1996.0,Racing,Tomy Corporation,0.04,0.02,0.0,0.0
935,Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.0
936,Star Gladiator Episode: I Final Crusade,PS,1996.0,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02
937,Star Ocean,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0
938,Star Wars: Dark Forces,PS,1996.0,Shooter,LucasArts,0.31,0.21,0.0,0.04
939,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996.0,Shooter,CTO SpA,0.49,0.33,0.0,0.06
940,Star Wars: Shadows of the Empire,N64,1996.0,Action,Nintendo,2.0,0.5,0.12,0.03
941,Starwinder: The Ultimate Space Race,PS,1996.0,Racing,Mindscape,0.03,0.02,0.0,0.0
942,Street Fighter Alpha 2,SNES,1996.0,Fighting,Nintendo,0.0,0.0,0.17,0.0
943,Street Fighter Alpha 2,PS,1996.0,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06
944,Street Fighter Alpha: Warriors' Dreams,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.35,0.0
945,Street Fighter Collection,SAT,1996.0,Fighting,Capcom,0.0,0.0,0.11,0.0
946,Street Racer,PS,1996.0,Racing,Ubisoft,0.09,0.06,0.0,0.01
947,Strike Point,PS,1996.0,Simulation,Elite,0.04,0.03,0.0,0.0
948,Strikers 1945,SAT,1996.0,Shooter,Atlus,0.0,0.0,0.05,0.0
949,Super Bomberman 4,SNES,1996.0,Puzzle,Hudson Soft,0.0,0.0,0.44,0.0
950,Super Famista 5,SNES,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.5,0.0
951,Super Mario 64,N64,1996.0,Platform,Nintendo,6.91,2.85,1.91,0.23
952,Super Mario RPG: Legend of the Seven Stars,SNES,1996.0,Role-Playing,Nintendo,0.66,0.0,1.45,0.03
953,Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996.0,Puzzle,Compile,0.0,0.0,0.02,0.0
954,Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01
955,Sword & Sorcery,SAT,1996.0,Role-Playing,Micro Cabin,0.0,0.0,0.1,0.0
956,TNN Motor Sports Hardcore 4x4,PS,1996.0,Racing,ASC Games,0.73,0.5,0.0,0.09
957,Tail of the Sun,PS,1996.0,Role-Playing,ArtDink,0.01,0.01,0.0,0.0
958,Tamagotchi,GB,1996.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01
959,Tanjou S Debut,SAT,1996.0,Simulation,NEC Interchannel,0.0,0.0,0.06,0.0
960,Tecmo Super Bowl,PS,1996.0,Sports,Tecmo Koei,0.06,0.04,0.0,0.01
961,Tecmo's Deception,PS,1996.0,Role-Playing,Sunsoft,0.04,0.03,0.0,0.0
962,Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23
963,Tetris Attack,GB,1996.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0
964,Tetris Plus,PS,1996.0,Puzzle,JVC,2.1,0.24,0.0,0.07
965,The Adventures of Lomax,PS,1996.0,Platform,Psygnosis,0.01,0.01,0.0,0.0
966,The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0
967,The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,0.09,0.06,0.0,0.01
968,The King of Fighters '95,PS,1996.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01
969,The King of Fighters '96,SAT,1996.0,Fighting,SNK,0.0,0.0,0.21,0.0
970,The King of Fighters '96,NG,1996.0,Fighting,SNK,0.0,0.0,0.06,0.0
971,The Space Bar,SAT,1996.0,Adventure,Sega,0.0,0.0,0.08,0.0
972,Time Commando,PS,1996.0,Action,Adeline Software,0.1,0.07,0.0,0.01
973,Tobal No.1,PS,1996.0,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06
974,Tokimeki Memorial: Forever with You,SAT,1996.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.38,0.0
975,Tokimeki Memorial: Private Collection,PS,1996.0,Misc,Konami Digital Entertainment,0.0,0.0,0.16,0.01
976,Tokimeki Memorial: Taisen Pazurudama,SAT,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.08,0.0
977,Tokimeki Memorial: Taisen Pazurudama,PS,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01
978,Tokyo Highway Battle,PS,1996.0,Racing,Jaleco,0.06,0.04,0.21,0.02
979,Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0
980,Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0
981,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24
982,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24
983,Top Gun: Fire at Will!,PS,1996.0,Misc,Microprose,0.3,0.21,0.0,0.04
984,Treasure Hunter G,SNES,1996.0,Role-Playing,SquareSoft,0.0,0.0,0.2,0.0
985,Triple Play 97,PS,1996.0,Sports,Electronic Arts Victor,0.21,0.15,0.0,0.03
986,True Pinball,PS,1996.0,Misc,Ocean,0.02,0.01,0.0,0.0
987,Tunnel B1,PS,1996.0,Action,Ocean,0.05,0.03,0.0,0.01
988,Twisted Metal 2,PS,1996.0,Racing,Sony Computer Entertainment,2.12,0.25,0.0,0.07
989,VR Golf '97,PS,1996.0,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01
990,VR Soccer '96,PS,1996.0,Sports,Gremlin Interactive Ltd,0.03,0.02,0.0,0.0
991,Vandal Hearts,PS,1996.0,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03
992,Victory Spike,PS,1996.0,Sports,Imagineer,0.0,0.0,0.01,0.0
993,Virtua Cop 2,SAT,1996.0,Shooter,Sega,0.0,0.0,0.3,0.0
994,Virtual Pro Wrestling,PS,1996.0,Fighting,Asmik Ace Entertainment,0.0,0.0,0.09,0.01
995,WWF in Your House,PS,1996.0,Fighting,Acclaim Entertainment,0.35,0.24,0.0,0.04
996,War Gods,PS,1996.0,Fighting,GT Interactive,0.01,0.01,0.0,0.0
997,Warhammer: Shadow of the Horned Rat,PS,1996.0,Strategy,Mindscape,0.11,0.07,0.0,0.01
998,Wave Race 64,N64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04
999,Wayne Gretzky's 3D Hockey,N64,1996.0,Sports,Nintendo,0.49,0.03,0.0,0.0
1000,Wild ARMs,PS,1996.0,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06
1001,Wing Commander III: Heart of the Tiger,PS,1996.0,Action,Electronic Arts,0.09,0.06,0.0,0.01
1002,Winter Heat,SAT,1996.0,Sports,Sega,0.0,0.0,0.11,0.0
1003,WipEout XL,PS,1996.0,Racing,Psygnosis,0.14,0.1,0.0,0.02
1004,Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,Enix Corporation,0.0,0.0,0.12,0.04
1005,World Stadium EX,PS,1996.0,Sports,Namco Bandai Games,0.0,0.0,0.41,0.03
1006,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997.0,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0
1007,Ace Combat 2,PS,1997.0,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06
1008,Actua Tennis,PS,1997.0,Sports,Gremlin Interactive Ltd,0.07,0.05,0.0,0.01
1009,Aero Gauge,N64,1997.0,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0
1010,AeroFighters Assault,N64,1997.0,Action,Video System,0.15,0.04,0.0,0.0
1011,All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,Sega,0.0,0.0,0.15,0.0
1012,Alundra,PS,1997.0,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01
1013,Angel Blade: Neo Tokyo Guardians,PS,1997.0,Role-Playing,On Demand,0.12,0.08,0.0,0.01
1014,Armored Core,PS,1997.0,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03
1015,Armored Core: Project Phantasma,PS,1997.0,Simulation,From Software,0.06,0.04,0.15,0.02
1016,Automobili Lamborghini,N64,1997.0,Racing,Titus,0.28,0.17,0.0,0.01
1017,Azure Dreams,PS,1997.0,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01
1018,Ballblazer Champions,PS,1997.0,Sports,CTO SpA,0.01,0.01,0.0,0.0
1019,Battle Stations,PS,1997.0,Strategy,Electronic Arts,0.43,0.29,0.0,0.05
1020,Big Bass World Championship,PS,1997.0,Sports,Starfish,0.2,0.14,0.0,0.02
1021,Blast Corps,N64,1997.0,Action,Nintendo,0.39,0.09,0.17,0.06
1022,Bloody Roar,PS,1997.0,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03
1023,Bomberman 64,N64,1997.0,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03
1024,Bottom of the 9th '97,PS,1997.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0
1025,Bravo Air Race,PS,1997.0,Racing,THQ,0.08,0.05,0.0,0.01
1026,Breath of Fire III,PS,1997.0,Role-Playing,Capcom,0.29,0.19,0.46,0.07
1027,Broken Helix,PS,1997.0,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.0
1028,Broken Sword II: The Smoking Mirror,PS,1997.0,Adventure,Sony Computer Entertainment,0.03,0.02,0.0,0.0
1029,Bugriders: The Race of Kings,PS,1997.0,Racing,GT Interactive,0.01,0.01,0.0,0.0
1030,Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08
1031,Bust-A-Move '99,PS,1997.0,Puzzle,Acclaim Entertainment,0.18,0.12,0.0,0.02
1032,Bust-A-Move 2 Arcade Edition,N64,1997.0,Puzzle,Acclaim Entertainment,0.06,0.02,0.0,0.0
1033,Buster Bros. Collection,PS,1997.0,Puzzle,Capcom,0.04,0.03,0.0,0.0
1034,Cart World Series,PS,1997.0,Racing,Sony Computer Entertainment,0.17,0.11,0.0,0.02
1035,Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08
1036,Chameleon Twist,N64,1997.0,Platform,Sunsoft,0.09,0.02,0.0,0.0
1037,Chocobo no Fushigi Dungeon,PS,1997.0,Role-Playing,SquareSoft,0.0,0.0,1.14,0.08
1038,Chopper Attack,N64,1997.0,Action,GT Interactive,0.09,0.02,0.0,0.0
1039,Choro Q2,PS,1997.0,Racing,Takara,0.0,0.0,0.23,0.02
1040,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997.0,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0
1041,ClayFighter 63 1/3,N64,1997.0,Fighting,Interplay,0.17,0.04,0.0,0.0
1042,Clock Tower: The First Fear,PS,1997.0,Adventure,Human Entertainment,0.0,0.0,0.12,0.01
1043,Codename Tenka,PS,1997.0,Shooter,Psygnosis,0.05,0.03,0.0,0.01
1044,Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03
1045,Command & Conquer: Red Alert,PS,1997.0,Strategy,Virgin Interactive,0.23,0.16,0.0,0.03
1046,Cool Boarders 2,PS,1997.0,Sports,UEP Systems,1.52,0.46,0.2,0.08
1047,Courier Crisis,PS,1997.0,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01
1048,Crash Bandicoot 2: Cortex Strikes Back,PS,1997.0,Platform,Sony Computer Entertainment,3.78,2.17,1.31,0.31
1049,Critical Depth,PS,1997.0,Action,GT Interactive,0.13,0.09,0.0,0.01
1050,Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2
1051,Crypt Killer,PS,1997.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0
1052,DX Game of Life 2,PS,1997.0,Misc,Takara,0.0,0.0,0.31,0.02
1053,Dark Rift,N64,1997.0,Fighting,Vic Tokai,0.12,0.03,0.0,0.0
1054,Darklight Conflict,PS,1997.0,Simulation,Electronic Arts,0.02,0.01,0.0,0.0
1055,Dead or Alive,SAT,1997.0,Fighting,Tecmo Koei,0.0,0.0,0.18,0.0
1056,Densha De Go!,PS,1997.0,Simulation,Taito,0.0,0.0,1.02,0.07
1057,Derby Stallion,PS,1997.0,Sports,ASCII Entertainment,0.0,0.0,1.96,0.14
1058,Descent Maximum,PS,1997.0,Shooter,Interplay Productions,0.05,0.04,0.0,0.01
1059,Desire,SAT,1997.0,Adventure,Imadio,0.0,0.0,0.14,0.0
1060,Diablo,PS,1997.0,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04
1061,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1
1062,Doom 64,N64,1997.0,Shooter,Midway Games,0.38,0.08,0.0,0.01
1063,Doukyuusei 2,SAT,1997.0,Role-Playing,NEC Interchannel,0.0,0.0,0.13,0.0
1064,Dragon Ball GT: Final Bout,PS,1997.0,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02
1065,Dual Heroes,N64,1997.0,Fighting,Hudson Soft,0.04,0.01,0.0,0.0
1066,Duke Nukem 64,N64,1997.0,Shooter,GT Interactive,0.35,0.08,0.0,0.01
1067,Duke Nukem: Total Meltdown,PS,1997.0,Shooter,GT Interactive,0.34,0.23,0.0,0.04
1068,Dynasty Warriors,PS,1997.0,Action,Tecmo Koei,0.09,0.06,0.11,0.02
1069,ESPN X-Games Pro Boarder,PS,1997.0,Sports,Sony Computer Entertainment,0.18,0.12,0.0,0.02
1070,EVE: burst error,SAT,1997.0,Adventure,Imagineer,0.0,0.0,0.21,0.0
1071,Einhänder,PS,1997.0,Shooter,SquareSoft,0.1,0.07,0.13,0.02
1072,Elemental Gearbolt,PS,1997.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0
1073,Extreme-G,N64,1997.0,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01
1074,F1 Pole Position 64,N64,1997.0,Racing,Ubisoft,0.11,0.13,0.0,0.01
1075,FIFA Soccer 64,N64,1997.0,Sports,Electronic Arts,0.16,0.3,0.0,0.03
1076,FIFA: Road to  World Cup 98,N64,1997.0,Sports,Electronic Arts,0.15,0.39,0.0,0.03
1077,FIFA: Road to World Cup 98,PS,1997.0,Sports,Electronic Arts,0.14,0.09,0.46,0.05
1078,Fantastic Four,PS,1997.0,Action,Acclaim Entertainment,0.04,0.03,0.0,0.0
1079,Felony 11-79,PS,1997.0,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01
1080,Fighting Force,PS,1997.0,Fighting,Eidos Interactive,0.73,0.5,0.0,0.09
1081,Final Fantasy IV,PS,1997.0,Simulation,SquareSoft,0.0,0.0,0.29,0.02
1082,Final Fantasy Tactics,PS,1997.0,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06
1083,Final Fantasy VII,PS,1997.0,Role-Playing,Sony Computer Entertainment,3.01,2.47,3.28,0.96
1084,Final Fantasy VII International,PS,1997.0,Role-Playing,Square,0.0,0.0,0.59,0.04
1085,Flying Dragon,N64,1997.0,Fighting,Natsume,0.08,0.02,0.0,0.0
1086,Formula 1 Championship Edition,PS,1997.0,Racing,Psygnosis,0.06,0.04,0.23,0.02
1087,Fox Sports Golf '99,PS,1997.0,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01
1088,Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11
1089,Front Mission 2,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.49,0.03
1090,Front Mission Alternative,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.13,0.01
1091,Future Cop L.A.P.D.,PS,1997.0,Simulation,Electronic Arts,0.16,0.11,0.0,0.02
1092,G Darius,PS,1997.0,Shooter,THQ,0.04,0.03,0.0,0.0
1093,G-Police,PS,1997.0,Action,Psygnosis,0.13,0.09,0.0,0.02
1094,Gallop Racer 2: One and Only Road to Victory,PS,1997.0,Sports,Tecmo Koei,0.0,0.0,0.25,0.02
1095,Game & Watch Gallery,GB,1997.0,Misc,Nintendo,0.63,0.25,0.09,0.03
1096,Game & Watch Gallery 2,GB,1997.0,Misc,Nintendo,0.76,0.3,0.12,0.04
1097,Game de Hakken!! Tamagotchi 2,GB,1997.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01
1098,Ghost in the Shell,PS,1997.0,Simulation,Sony Computer Entertainment,0.06,0.04,0.0,0.01
1099,GoldenEye 007,N64,1997.0,Shooter,Nintendo,5.8,2.01,0.13,0.15
1100,Gran Turismo,PS,1997.0,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52
1101,Gran Turismo,PS,1997.0,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52
1102,Grand Prix Legends,PC,1997.0,Racing,Vivendi Games,0.0,0.01,0.0,0.0
1103,Grand Slam,PS,1997.0,Misc,Virgin Interactive,0.02,0.02,0.0,0.0
1104,Grand Theft Auto,PS,1997.0,Action,Take-Two Interactive,0.79,1.35,0.04,0.14
1105,Grandia,SAT,1997.0,Role-Playing,ESP,0.0,0.0,0.42,0.0
1106,Gundam: The Battle Master,PS,1997.0,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01
1107,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0
1108,Hanagumi Taisen Columns,SAT,1997.0,Puzzle,Sega,0.0,0.0,0.12,0.0
1109,Harvest Moon GB,GB,1997.0,Simulation,Victor Interactive,0.0,0.0,0.23,0.0
1110,Herc's Adventures,PS,1997.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0
1111,Hexen: Beyond Heretic,PS,1997.0,Shooter,GT Interactive,0.06,0.04,0.0,0.01
1112,Hot Shots Golf,PS,1997.0,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18
