ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
14371,Mass Effect 2,PS3,2011-01-01,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19
14372,Max & the Magic Marker,Wii,2011-01-01,Platform,Unknown,0.0,0.03,0.0,0.0
14373,Max & the Magic Marker,DS,2011-01-01,Platform,Unknown,0.0,0.04,0.0,0.0
14374,May's Mystery: Forbidden Memories,DS,2011-01-01,Puzzle,Mastertronic,0.04,0.04,0.0,0.01
14375,Mayhem 3D,X360,2011-01-01,Racing,Evolved Games,0.06,0.0,0.0,0.0
14376,Mayhem 3D,PS3,2011-01-01,Racing,Evolved Games,0.05,0.0,0.0,0.01
14377,McDROID,Wii,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0
14378,McDROID,PSP,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0
14379,Medieval Moves: Deadmund's Quest,PS3,2011-01-01,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04
14380,Mega Minis Volume 2,PSP,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01
14381,Mega Minis Volume 3,PSP,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.04,0.0,0.01
14382,Meikyuu Cross Blood: Reloaded,X360,2011-01-01,Action,Unknown,0.0,0.0,0.02,0.0
14383,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011-01-01,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0
14384,Memories Off: Yubikiri no Kikou,PSP,2011-01-01,Adventure,5pb,0.0,0.0,0.02,0.0
14385,Men of War: Assault Squad,PC,2011-01-01,Strategy,1C Company,0.01,0.03,0.0,0.01
14386,Men of War: Vietnam,PC,2011-01-01,Strategy,Unknown,0.0,0.03,0.0,0.01
14387,Metal Gear Solid HD Edition,X360,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.01,0.0
14388,Metal Gear Solid HD Edition,PS3,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.1,0.0
14389,Metal Gear Solid: Peace Walker HD Edition,PS3,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0
14390,Metal Max 2 Reloaded,DS,2011-01-01,Role-Playing,Unknown,0.0,0.0,0.05,0.0
14391,Michael Jackson: The Experience,X360,2011-01-01,Misc,Ubisoft,0.62,0.18,0.0,0.07
14392,Michael Jackson: The Experience,PS3,2011-01-01,Misc,Ubisoft,0.25,0.19,0.0,0.08
14393,Michael Jackson: The Experience,PSV,2011-01-01,Misc,Ubisoft,0.04,0.03,0.0,0.02
14394,Michael Jackson: The Experience 3D,3DS,2011-01-01,Misc,Ubisoft,0.13,0.03,0.0,0.01
14395,Michael Phelps: Push the Limit,X360,2011-01-01,Sports,505 Games,0.09,0.01,0.0,0.01
14396,Might & Magic Heroes VI,PC,2011-01-01,Role-Playing,Ubisoft,0.13,0.14,0.0,0.05
14397,MindJack,X360,2011-01-01,Shooter,Square Enix,0.07,0.02,0.0,0.01
14398,MindJack,PS3,2011-01-01,Shooter,Square Enix,0.07,0.07,0.0,0.03
14399,Minna to Issho,PSV,2011-01-01,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0
14400,Minute to Win It,X360,2011-01-01,Misc,Zoo Games,0.3,0.0,0.0,0.02
14401,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011-01-01,Role-Playing,Capcom,0.0,0.0,0.31,0.0
14402,Monkey Island: Special Edition Collection,PS3,2011-01-01,Adventure,Activision,0.0,0.08,0.0,0.02
14403,Monkey Island: Special Edition Collection,PC,2011-01-01,Adventure,LucasArts,0.0,0.14,0.0,0.03
14404,Monkey Island: Special Edition Collection,X360,2011-01-01,Adventure,Activision,0.0,0.05,0.0,0.01
14405,Monopoly Collection,Wii,2011-01-01,Misc,Electronic Arts,0.02,0.07,0.0,0.01
14406,Monster High: Ghoul Spirit,DS,2011-01-01,Misc,THQ,0.69,0.16,0.0,0.07
14407,Monster High: Ghoul Spirit,Wii,2011-01-01,Misc,THQ,0.42,0.07,0.0,0.04
14408,Monster Hunter Freedom 2,PS3,2011-01-01,Role-Playing,Capcom,0.0,0.0,0.5,0.0
14409,Monster Hunter Frontier Online: Forward 1,X360,2011-01-01,Role-Playing,Capcom,0.0,0.0,0.03,0.0
14410,Monster Hunter Frontier Online: Forward 2,X360,2011-01-01,Role-Playing,Capcom,0.0,0.0,0.03,0.0
14411,Monster Hunter Frontier Online: Season 10,X360,2011-01-01,Role-Playing,Capcom,0.0,0.0,0.03,0.0
14412,Monster Hunter Tri,3DS,2011-01-01,Role-Playing,Nintendo,0.46,0.29,1.96,0.07
14413,Monster Tale,DS,2011-01-01,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0
14414,Mortal Kombat,X360,2011-01-01,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0.0,0.16
14415,Mortal Kombat,X360,2011-01-01,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0.0,0.16
14416,Mortal Kombat,X360,2011-01-01,Fighting,Warner Bros. Interactive Entertainment,1.63,0.31,0.0,0.16
14417,Mortal Kombat,PS3,2011-01-01,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34
14418,Mortal Kombat,PS3,2011-01-01,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34
14419,Mortal Kombat,PS3,2011-01-01,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34
14420,Moshi Monsters: Moshling Zoo,DS,2011-01-01,Misc,Activision,0.37,0.96,0.0,0.21
14421,Mother Goose no Himitsu no Yakata,PSP,2011-01-01,Adventure,Quinrose,0.0,0.0,0.03,0.0
14422,Motion Explosion!,X360,2011-01-01,Misc,505 Games,0.05,0.01,0.0,0.0
14423,MotionSports: Adrenaline,PS3,2011-01-01,Sports,Ubisoft,0.08,0.05,0.0,0.02
14424,MotionSports: Adrenaline,X360,2011-01-01,Sports,Ubisoft,0.14,0.1,0.0,0.03
14425,MotoGP 10/11,PS3,2011-01-01,Racing,Capcom,0.04,0.1,0.0,0.03
14426,MotoGP 10/11,X360,2011-01-01,Racing,Capcom,0.0,0.05,0.0,0.01
14427,MotorStorm: Apocalypse,PS3,2011-01-01,Racing,Sony Computer Entertainment,0.21,0.19,0.0,0.08
14428,Moujuutsukai to Oujisama Portable,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0
14429,Moujuutsukai to Oujisama: Snow Bride,PS2,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0
14430,Moxie Girlz,DS,2011-01-01,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0
14431,Muchi Muchi Pork & Pink Sweets,X360,2011-01-01,Shooter,Cave,0.0,0.0,0.02,0.0
14432,Murder in Venice,DS,2011-01-01,Adventure,City Interactive,0.05,0.02,0.0,0.01
14433,My Fitness Coach: Club,Wii,2011-01-01,Sports,Ubisoft,0.0,0.05,0.0,0.01
14434,My Fitness Coach: Club,PS3,2011-01-01,Sports,Ubisoft,0.0,0.1,0.0,0.02
14435,Mystery Case Files: The Malgrave Incident,Wii,2011-01-01,Adventure,Nintendo,0.17,0.13,0.0,0.03
14436,Mystery Stories: Curse of the Ancient Spirits,DS,2011-01-01,Adventure,GSP,0.04,0.04,0.0,0.01
14437,Mystery Tales 2: The Spirit Mask,DS,2011-01-01,Puzzle,Unknown,0.0,0.02,0.0,0.0
14438,Mystery Trackers: The Void,PC,2011-01-01,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0
14439,NASCAR 2011: The Game,PS3,2011-01-01,Racing,Activision,0.25,0.0,0.0,0.02
14440,NASCAR 2011: The Game,X360,2011-01-01,Racing,Activision,0.29,0.0,0.0,0.02
14441,NASCAR 2011: The Game,Wii,2011-01-01,Racing,Activision,0.21,0.0,0.0,0.01
14442,NASCAR Unleashed,3DS,2011-01-01,Racing,Activision,0.18,0.0,0.0,0.01
14443,NASCAR Unleashed,PS3,2011-01-01,Racing,Activision,0.09,0.0,0.0,0.01
14444,NASCAR Unleashed,X360,2011-01-01,Racing,Activision,0.11,0.0,0.0,0.01
14445,NASCAR Unleashed,Wii,2011-01-01,Racing,Activision,0.17,0.0,0.0,0.01
14446,NBA 2K12,PS3,2011-01-01,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18
14447,NBA 2K12,PS3,2011-01-01,Sports,Take-Two Interactive,1.62,0.26,0.05,0.18
14448,NBA 2K12,X360,2011-01-01,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16
14449,NBA 2K12,X360,2011-01-01,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16
14450,NBA 2K12,PSP,2011-01-01,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03
14451,NBA 2K12,PSP,2011-01-01,Sports,Take-Two Interactive,0.22,0.03,0.0,0.03
14452,NBA 2K12,Wii,2011-01-01,Sports,Take-Two Interactive,0.29,0.03,0.0,0.02
14453,NBA 2K12,Wii,2011-01-01,Sports,Take-Two Interactive,0.29,0.03,0.0,0.02
14454,NBA 2K12,PC,2011-01-01,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02
14455,NBA 2K12,PC,2011-01-01,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02
14456,NCAA Football 12,PS3,2011-01-01,Sports,Electronic Arts,0.78,0.0,0.0,0.05
14457,NCAA Football 12,X360,2011-01-01,Sports,Electronic Arts,0.94,0.0,0.0,0.06
14458,NCIS,PC,2011-01-01,Adventure,Ubisoft,0.01,0.02,0.0,0.01
14459,NCIS,X360,2011-01-01,Adventure,Ubisoft,0.1,0.02,0.0,0.01
14460,NCIS,PS3,2011-01-01,Adventure,Ubisoft,0.07,0.04,0.0,0.02
14461,NCIS,Wii,2011-01-01,Adventure,Ubisoft,0.08,0.04,0.0,0.01
14462,NCIS 3D,3DS,2011-01-01,Adventure,Ubisoft,0.06,0.04,0.0,0.01
14463,NHL 12,X360,2011-01-01,Sports,Electronic Arts,0.55,0.1,0.0,0.05
14464,NHL 12,PS3,2011-01-01,Sports,Electronic Arts,0.36,0.15,0.0,0.07
14465,Nancy Drew: Alibi In Ashes,PC,2011-01-01,Adventure,Her Interactive,0.03,0.0,0.0,0.0
14466,Nano Assault,3DS,2011-01-01,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01
14467,Nano Diver,PSP,2011-01-01,Action,Takara Tomy,0.0,0.0,0.02,0.0
14468,Naruto Shippuden 3D: The New Era,3DS,2011-01-01,Action,505 Games,0.0,0.04,0.06,0.01
14469,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011-01-01,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04
14470,National Geographic Challenge!,PS3,2011-01-01,Misc,Black Bean Games,0.01,0.03,0.0,0.01
14471,National Geographic Challenge!,Wii,2011-01-01,Misc,Black Bean Games,0.07,0.02,0.0,0.01
14472,Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011-01-01,Misc,Capcom,0.0,0.0,0.05,0.0
14473,Need for Speed: Shift 2 Unleashed,PS3,2011-01-01,Racing,Electronic Arts,0.2,0.35,0.0,0.12
14474,Need for Speed: Shift 2 Unleashed,X360,2011-01-01,Racing,Electronic Arts,0.18,0.21,0.0,0.04
14475,Need for Speed: Shift 2 Unleashed,PC,2011-01-01,Racing,Electronic Arts,0.05,0.11,0.0,0.03
14476,Need for Speed: The Run,PS3,2011-01-01,Action,Electronic Arts,0.58,1.04,0.03,0.36
14477,Need for Speed: The Run,PS3,2011-01-01,Action,Electronic Arts,0.58,1.04,0.03,0.36
14478,Need for Speed: The Run,X360,2011-01-01,Action,Electronic Arts,0.63,0.57,0.0,0.15
14479,Need for Speed: The Run,X360,2011-01-01,Action,Electronic Arts,0.63,0.57,0.0,0.15
14480,Need for Speed: The Run,PC,2011-01-01,Action,Electronic Arts,0.09,0.21,0.0,0.07
14481,Need for Speed: The Run,PC,2011-01-01,Action,Electronic Arts,0.09,0.21,0.0,0.07
14482,Need for Speed: The Run,Wii,2011-01-01,Action,Electronic Arts,0.11,0.12,0.01,0.03
14483,Need for Speed: The Run,Wii,2011-01-01,Action,Electronic Arts,0.11,0.12,0.01,0.03
14484,Need for Speed: The Run,3DS,2011-01-01,Action,Electronic Arts,0.09,0.09,0.0,0.02
14485,Need for Speed: The Run,3DS,2011-01-01,Action,Electronic Arts,0.09,0.09,0.0,0.02
14486,Ni no Kuni: Wrath of the White Witch,PS3,2011-01-01,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23
14487,Nickelodeon Dance,Wii,2011-01-01,Misc,Take-Two Interactive,0.21,0.01,0.0,0.01
14488,Nickelodeon Dance,X360,2011-01-01,Misc,Take-Two Interactive,0.08,0.02,0.0,0.01
14489,Nickelodeon Team Umizoomi,DS,2011-01-01,Action,Take-Two Interactive,0.42,0.0,0.0,0.03
14490,Nicktoons: MLB,X360,2011-01-01,Sports,Take-Two Interactive,0.12,0.0,0.0,0.01
14491,Nicktoons: MLB,DS,2011-01-01,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01
14492,Nicktoons: MLB,Wii,2011-01-01,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01
14493,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011-01-01,Action,Alchemist,0.0,0.0,0.06,0.0
14494,Nikoli's Pencil Puzzle,3DS,2011-01-01,Puzzle,Hudson Soft,0.05,0.03,0.0,0.01
14495,Nintendogs + cats,3DS,2011-01-01,Simulation,Nintendo,1.44,1.41,0.73,0.27
14496,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011-01-01,Action,Nintendo,0.0,0.01,0.0,0.0
14497,Nisenochigiri: Omoide no Saki e,PSP,2011-01-01,Adventure,Idea Factory,0.0,0.0,0.03,0.0
14498,No More Heroes: Red Zone,PS3,2011-01-01,Action,Marvelous Interactive,0.0,0.0,0.09,0.0
14499,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011-01-01,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0
14500,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011-01-01,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0
14501,Noddy in Toyland,DS,2011-01-01,Misc,GSP,0.0,0.04,0.0,0.0
14502,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011-01-01,Role-Playing,Atlus,0.0,0.0,0.05,0.0
14503,Now! That's What I Call Music: Dance & Sing,Wii,2011-01-01,Misc,Unknown,0.0,0.17,0.0,0.04
14504,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011-01-01,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0
14505,Off-Road Drive,PC,2011-01-01,Racing,1C Company,0.0,0.03,0.0,0.0
14506,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011-01-01,Adventure,Quinrose,0.0,0.0,0.02,0.0
14507,Omerta: City of Gangsters,X360,2011-01-01,Simulation,Konami Digital Entertainment,0.42,0.22,0.0,0.06
14508,Omerta: City of Gangsters,PS3,2011-01-01,Simulation,Konami Digital Entertainment,0.52,0.42,0.0,0.15
14509,One Piece Unlimited Cruise SP,3DS,2011-01-01,Action,Namco Bandai Games,0.0,0.0,0.3,0.0
14510,One Piece: Gigant Battle 2 Shin Sekai,DS,2011-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.35,0.0
14511,Onechanbara Special,PSP,2011-01-01,Action,D3Publisher,0.0,0.0,0.02,0.0
14512,Operation Flashpoint: Red River,X360,2011-01-01,Shooter,Codemasters,0.1,0.14,0.01,0.03
14513,Operation Flashpoint: Red River,PS3,2011-01-01,Shooter,Codemasters,0.06,0.14,0.07,0.05
14514,Operation Flashpoint: Red River,PC,2011-01-01,Shooter,Codemasters,0.01,0.04,0.0,0.01
14515,Order Up!!,3DS,2011-01-01,Action,Funbox Media,0.0,0.01,0.0,0.0
14516,Order Up!!,PS3,2011-01-01,Action,Funbox Media,0.05,0.01,0.0,0.01
14517,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011-01-01,Adventure,Banpresto,0.0,0.0,0.15,0.0
14518,Ore no Shikabane o Koete Yuke,PSP,2011-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.0
14519,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011-01-01,Action,Namco Bandai Games,0.0,0.0,0.05,0.0
14520,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011-01-01,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0
14521,Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011-01-01,Adventure,Alchemist,0.0,0.0,0.03,0.0
14522,Outdoors Unleashed: Africa 3D,3DS,2011-01-01,Sports,Mastiff,0.01,0.0,0.0,0.0
14523,Outdoors Unleashed: Alaska 3D,3DS,2011-01-01,Sports,Mastiff,0.01,0.0,0.0,0.0
14524,Pac-Man & Galaga Dimensions,3DS,2011-01-01,Misc,Namco Bandai Games,0.1,0.04,0.04,0.01
14525,Pac-Man All-Stars,PS3,2011-01-01,Fighting,Namco Bandai Games,0.2,0.07,0.04,0.04
14526,Pac-Man Party 3D,3DS,2011-01-01,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01
14527,PachiPara 3D,3DS,2011-01-01,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0
14528,Pandora's Tower,Wii,2011-01-01,Role-Playing,Nintendo,0.11,0.1,0.08,0.02
14529,Patapon 3,PSP,2011-01-01,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02
14530,Paws & Claws: Marine Rescue,DS,2011-01-01,Simulation,THQ,0.06,0.0,0.0,0.0
14531,Paws & Claws: Pampered Pets 2,DS,2011-01-01,Simulation,THQ,0.05,0.0,0.0,0.0
14532,Peppa Pig: Theme Park Fun,DS,2011-01-01,Misc,P2 Games,0.0,0.27,0.0,0.04
14533,Petz Bunnyz Bunch,DS,2011-01-01,Simulation,Ubisoft,0.05,0.0,0.0,0.0
14534,Petz Fantasy 3D,3DS,2011-01-01,Simulation,Ubisoft,0.07,0.0,0.0,0.0
14535,Petz Puppyz & Kittenz,DS,2011-01-01,Misc,Ubisoft,0.11,0.0,0.0,0.01
14536,Phantasy Star Portable 2: Infinity,PSP,2011-01-01,Role-Playing,Sega,0.0,0.0,0.37,0.0
14537,Phantom Breaker,X360,2011-01-01,Fighting,5pb,0.02,0.0,0.02,0.0
14538,Phantom Kingdom Portable,PSP,2011-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0
14539,Phineas and Ferb: Across the 2nd Dimension,DS,2011-01-01,Action,Disney Interactive Studios,0.31,0.18,0.0,0.05
14540,Phineas and Ferb: Across the 2nd Dimension,PS3,2011-01-01,Action,Disney Interactive Studios,0.15,0.11,0.0,0.05
14541,Phineas and Ferb: Across the 2nd Dimension,Wii,2011-01-01,Action,Disney Interactive Studios,0.35,0.18,0.0,0.05
14542,Pictionary: Ultimate Edition,PS3,2011-01-01,Misc,THQ,0.15,0.06,0.0,0.03
14543,Pictionary: Ultimate Edition,X360,2011-01-01,Misc,THQ,0.16,0.05,0.0,0.02
14544,Pillow Pets,DS,2011-01-01,Adventure,GameMill Entertainment,0.08,0.0,0.0,0.01
14545,PilotWings Resort,3DS,2011-01-01,Simulation,Nintendo,0.4,0.36,0.13,0.07
14546,Pinball Hall of Fame: The Williams Collection,3DS,2011-01-01,Misc,Crave Entertainment,0.09,0.0,0.0,0.01
14547,Pinkalicious,DS,2011-01-01,Misc,GameMill Entertainment,0.25,0.0,0.0,0.02
14548,Plants vs. Zombies,DS,2011-01-01,Strategy,Mastertronic,0.9,0.12,0.0,0.08
14549,Plants vs. Zombies,PS3,2011-01-01,Strategy,PopCap Games,0.18,0.0,0.0,0.02
14550,PlayStation Move Heroes,PS3,2011-01-01,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03
14551,PokePark 2: Wonders Beyond,Wii,2011-01-01,Action,Nintendo,0.26,0.19,0.27,0.04
14552,Pokemon Rumble Blast,3DS,2011-01-01,Action,Nintendo,0.47,0.26,0.35,0.07
14553,Pop'n Music Portable 2,PSP,2011-01-01,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0
14554,PopCap Hits!,X360,2011-01-01,Misc,PopCap Games,0.0,0.02,0.0,0.0
14555,PopCap Hits! Vol 2,X360,2011-01-01,Misc,Mastertronic,0.0,0.02,0.0,0.0
14556,Portal 2,X360,2011-01-01,Shooter,Valve Software,1.41,0.49,0.01,0.17
14557,Portal 2,X360,2011-01-01,Shooter,Valve Software,1.41,0.49,0.01,0.17
14558,Portal 2,PS3,2011-01-01,Shooter,Valve,0.83,0.6,0.02,0.24
14559,Portal 2,PS3,2011-01-01,Shooter,Valve,0.83,0.6,0.02,0.24
14560,Portal 2,PC,2011-01-01,Shooter,Valve Software,0.33,0.32,0.0,0.1
14561,Portal 2,PC,2011-01-01,Shooter,Valve Software,0.33,0.32,0.0,0.1
14562,Power Pro Kun Pocket 14,DS,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0
14563,Power Rangers Samurai,Wii,2011-01-01,Action,Namco Bandai Games,0.27,0.02,0.0,0.02
14564,Power Rangers Samurai,DS,2011-01-01,Action,Namco Bandai Games,0.26,0.04,0.0,0.02
14565,PowerUp Heroes,X360,2011-01-01,Fighting,Ubisoft,0.18,0.09,0.0,0.03
14566,Powerful Golf,DS,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0
14567,Princess Frontier Portable,PSP,2011-01-01,Adventure,Alchemist,0.0,0.0,0.02,0.0
14568,Pro Evolution Soccer 2011 3D,3DS,2011-01-01,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02
14569,Pro Evolution Soccer 2012,PS3,2011-01-01,Action,Konami Digital Entertainment,0.34,0.96,0.55,0.33
14570,Pro Evolution Soccer 2012,3DS,2011-01-01,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0
14571,Pro Evolution Soccer 2012,X360,2011-01-01,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07
14572,Pro Evolution Soccer 2012,PC,2011-01-01,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.02
14573,Pro Evolution Soccer 2012,Wii,2011-01-01,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02
14574,Pro Evolution Soccer 2012,PSP,2011-01-01,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06
14575,Pro Evolution Soccer 2012,PS2,2011-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0
14576,Pro Farm 1,PC,2011-01-01,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01
14577,Pro Yaky? Spirits 2011,3DS,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0
14578,Pro Yaky? Spirits 2011,PS3,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0
14579,Pro Yaky? Spirits 2011,PSP,2011-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0
14580,Pro Yakyuu Famista 2011,3DS,2011-01-01,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0
14581,Professor Layton and the Mask of Miracle,3DS,2011-01-01,Puzzle,Nintendo,0.32,0.97,0.36,0.13
14582,Pucca Power Up,DS,2011-01-01,Platform,Rising Star Games,0.04,0.01,0.0,0.0
14583,Puppet Show 3: Lost Town,PC,2011-01-01,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0
14584,Puppies 3D,3DS,2011-01-01,Misc,Ubisoft,0.08,0.04,0.0,0.01
14585,Puss in Boots,DS,2011-01-01,Action,THQ,0.08,0.01,0.0,0.01
14586,Puss in Boots,PS3,2011-01-01,Action,THQ,0.07,0.01,0.0,0.01
14587,Puss in Boots,Wii,2011-01-01,Action,THQ,0.19,0.01,0.0,0.01
14588,Puss in Boots,X360,2011-01-01,Action,THQ,0.2,0.02,0.0,0.02
14589,Puyo Puyo!! 20th Anniversary,DS,2011-01-01,Puzzle,Sega,0.0,0.0,0.14,0.0
14590,Puyo Puyo!! 20th Anniversary,3DS,2011-01-01,Puzzle,Sega,0.0,0.0,0.13,0.0
14591,Puzzler Mind Gym 3D,3DS,2011-01-01,Puzzle,Ubisoft,0.07,0.0,0.0,0.01
14592,Queen's Gate: Spiral Chaos,PSP,2011-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0
14593,Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011-01-01,Misc,Plenty,0.0,0.0,0.02,0.0
14594,RIFT,PC,2011-01-01,Role-Playing,Unknown,0.44,0.16,0.0,0.07
14595,Rabbids: Alive & Kicking,X360,2011-01-01,Misc,Ubisoft,0.15,0.11,0.0,0.03
14596,Rage,X360,2011-01-01,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15
14597,Rage,X360,2011-01-01,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15
14598,Rage,PS3,2011-01-01,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2
14599,Rage,PS3,2011-01-01,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2
14600,Rage,PC,2011-01-01,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06
14601,Rage,PC,2011-01-01,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06
14602,Ragnarok: Hikari to Yami no Koujo,PSP,2011-01-01,Role-Playing,GungHo,0.02,0.0,0.05,0.0
14603,Rango: The Video Game,DS,2011-01-01,Action,Electronic Arts,0.07,0.03,0.0,0.01
14604,Rango: The Video Game,X360,2011-01-01,Action,Electronic Arts,0.06,0.06,0.0,0.01
14605,Rango: The Video Game,Wii,2011-01-01,Action,Electronic Arts,0.07,0.04,0.0,0.01
14606,Rango: The Video Game,PS3,2011-01-01,Action,Electronic Arts,0.07,0.09,0.0,0.03
14607,Rapala for Kinect,X360,2011-01-01,Sports,Activision,0.0,0.02,0.0,0.0
14608,Ratchet & Clank: All 4 One,PS3,2011-01-01,Platform,Sony Computer Entertainment,0.75,0.21,0.05,0.12
14609,Raving Rabbids: Travel in Time 3D,3DS,2011-01-01,Platform,Ubisoft,0.11,0.23,0.0,0.04
14610,Rayman 3D,3DS,2011-01-01,Platform,Ubisoft,0.23,0.35,0.0,0.06
14611,Rayman Origins,PS3,2011-01-01,Platform,Ubisoft,0.33,0.49,0.01,0.17
14612,Rayman Origins,X360,2011-01-01,Platform,Ubisoft,0.38,0.32,0.0,0.08
14613,Rayman Origins,Wii,2011-01-01,Platform,Ubisoft,0.21,0.27,0.0,0.06
14614,Real Crimes: The Unicorn Killer,DS,2011-01-01,Puzzle,Unknown,0.0,0.01,0.0,0.0
14615,Rec Room Games,DS,2011-01-01,Sports,Destineer,0.07,0.0,0.0,0.0
14616,Red Faction: Armageddon,PC,2011-01-01,Shooter,THQ,0.05,0.02,0.0,0.01
14617,Red Faction: Armageddon,PS3,2011-01-01,Shooter,THQ,0.2,0.15,0.03,0.07
14618,Red Faction: Armageddon,X360,2011-01-01,Shooter,THQ,0.18,0.16,0.01,0.04
14619,Red Orchestra 2: Heroes of Stalingrad,PC,2011-01-01,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02
14620,Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011-01-01,Role-Playing,Unknown,0.0,0.0,0.01,0.0
14621,Reel Fishing Paradise 3D,3DS,2011-01-01,Sports,Marvelous Interactive,0.12,0.0,0.06,0.01
14622,Remington Super Slam Hunting: Alaska,Wii,2011-01-01,Sports,Mastiff,0.08,0.0,0.0,0.01
